Acelgas	kg	3,37	1,99	1,10	2,03	-1,63	2,02	2,02	0,08
Ajos	kg	8,06	5,65	3,59	5,64	0,21	5,64	5,60	0,88
Alcachofas	kg	5,05	2,80	1,69	2,86	-2,23	2,83	2,90	-2,39
Berenjenas	kg	3,71	2,57	1,51	2,56	0,46	2,40	1,74	38,04
Calabacines	kg	3,42	2,22	1,22	2,15	3,02	2,08	1,62	28,75
Cebollas	kg	1,88	1,13	0,55	1,13	-0,08	1,13	1,13	0,26
Champiñones	kg	5,18	3,66	2,49	3,68	-0,69	3,67	3,65	0,62
Coles de Bruselas	kg	3,64	3,07	2,58	2,99	2,56	3,02	2,97	1,80
Coliflor	kg	2,41	1,71	1,06	1,72	-0,85	1,72	1,78	-3,06
Endibias	bandeja 4	2,22	1,59	1,03	1,60	-0,31	1,60	1,60	-0,22
Escarola	unidad	2,00	1,62	1,22	1,64	-1,01	1,63	1,64	-0,47
Espárragos blancos	manojo	6,75	5,96	5,13	5,96	0,00	5,86	5,73	2,35
Espárragos verdes	manojo	4,41	3,05	2,06	3,11	-2,10	3,08	3,06	0,65
Espinacas	kg	4,38	2,93	1,72	2,94	-0,44	2,93	2,87	2,36
Guisantes verdes	kg	8,49	6,61	5,34	6,35	3,94	6,29	5,88	6,93
Judías verdes	kg	6,68	3,71	2,16	3,73	-0,62	3,71	3,74	-0,66
Lechugas	unidad	1,53	0,94	0,55	0,95	-0,42	0,94	0,95	-0,22
Lombardas	Kg.	1,69	1,32	0,99	1,34	-1,23	1,34	1,35	-0,60
Pepinos	kg	2,67	1,73	0,91	1,72	0,24	1,68	1,53	10,11
Pimientos rojos	kg	3,23	2,34	1,52	2,36	-0,84	2,33	2,25	3,79
Pimientos verdes	kg	3,25	2,19	1,45	2,16	1,30	2,12	2,01	5,37
Puerros	manojo	2,79	1,70	0,91	1,70	-0,12	1,69	1,68	0,34
Repollo	kg	1,71	1,18	0,75	1,19	-0,50	1,18	1,19	-0,54
Tomate para ensalada	kg	4,83	2,11	1,10	2,11	-0,20	2,07	2,03	1,97
Tomates para freir	kg	2,03	1,37	0,90	1,37	-0,22	1,34	1,30	2,93
Zanahorias	kg	1,74	1,00	0,50	1,02	-1,44	1,02	1,02	-0,76
