Acelgas	kg	3,10	2,02	1,11	2,03	-0,38	2,04	2,04	0,06
Ajos	kg	8,13	5,51	2,95	5,52	-0,11	5,54	5,62	-1,40
Berenjenas	kg	2,71	1,68	1,10	1,62	3,56	1,63	1,68	-3,02
Calabacines	kg	2,65	1,40	0,89	1,41	-0,53	1,41	1,44	-1,98
Cebollas	kg	1,83	1,07	0,56	1,07	-0,30	1,09	1,07	1,33
Champiñones	kg	4,92	3,61	2,25	3,58	0,82	3,60	3,61	-0,33
Coles de Bruselas	kg	5,09	4,20	3,48	4,15	1,15	4,23	4,13	2,47
Coliflor	kg	2,06	1,51	1,04	1,48	1,42	1,49	1,61	-7,36
Endibias	bandeja 4	2,18	1,58	1,03	1,57	0,21	1,58	1,60	-0,88
Escarola	unidad	1,92	1,62	1,33	1,61	0,40	1,64	1,68	-2,63
Espárragos blancos	manojo	6,54	5,58	4,67	5,51	1,33	5,46	5,70	-4,13
Espárragos verdes	manojo	3,80	2,53	1,65	2,41	4,78	2,39	2,46	-2,68
Espinacas	kg	4,53	2,88	1,84	2,92	-1,32	2,94	2,88	1,79
Guisantes verdes	kg	7,79	6,26	4,99	5,65	9,77	5,60	5,28	6,15
Judías verdes	kg	6,70	3,73	2,08	3,78	-1,45	3,82	3,93	-2,98
Lechugas	unidad	1,38	0,91	0,56	0,91	0,16	0,91	0,91	-0,81
Lombardas	Kg.	1,70	1,32	0,97	1,32	0,24	1,32	1,33	-0,65
Pepinos	kg	2,28	1,52	0,93	1,52	0,35	1,54	1,67	-8,11
Pimientos rojos	kg	3,12	2,30	1,72	2,31	-0,23	2,34	2,51	-6,80
Pimientos verdes	kg	3,33	2,17	1,36	2,16	0,38	2,15	2,32	-7,06
Puerros	manojo	2,96	1,76	0,94	1,75	0,27	1,76	1,77	-0,39
Repollo	kg	2,05	1,24	0,82	1,24	-0,40	1,24	1,26	-2,03
Tomate para ensalada	kg	4,10	2,01	1,09	2,00	0,17	2,00	2,17	-7,86
Tomates para freir	kg	1,94	1,27	0,87	1,27	0,66	1,28	1,40	-8,74
Zanahorias	kg	1,74	0,99	0,54	0,99	0,07	0,99	1,01	-1,93
