Acelgas	kg	3,23	2,03	1,11	2,06	-1,37	2,04	2,04	0,23
Ajos	kg	8,13	5,52	2,95	5,51	0,06	5,54	5,62	-1,28
Berenjenas	kg	2,61	1,62	1,08	1,59	1,99	1,62	1,68	-3,81
Calabacines	kg	2,63	1,41	0,88	1,38	1,91	1,42	1,44	-1,80
Cebollas	kg	1,83	1,07	0,57	1,07	0,07	1,09	1,07	1,69
Champiñones	kg	4,91	3,58	2,24	3,59	-0,15	3,59	3,61	-0,43
Coles de Bruselas	kg	5,09	4,15	3,46	4,16	-0,33	4,23	4,13	2,65
Coliflor	kg	2,05	1,48	0,98	1,47	0,82	1,49	1,61	-7,58
Endibias	bandeja 4	2,16	1,57	1,03	1,58	-0,13	1,59	1,60	-0,77
Escarola	unidad	1,93	1,61	1,33	1,64	-1,52	1,64	1,68	-2,36
Espárragos blancos	manojo	6,45	5,51	4,60	5,51	-0,01	5,43	5,70	-4,67
Espárragos verdes	manojo	3,69	2,41	1,56	2,35	2,44	2,36	2,46	-4,12
Espinacas	kg	4,62	2,92	1,84	2,96	-1,14	2,95	2,88	2,24
Guisantes verdes	kg	7,75	5,65	4,16	5,69	-0,74	5,44	5,28	3,03
Judías verdes	kg	7,13	3,78	2,20	3,82	-1,02	3,84	3,93	-2,43
Lechugas	unidad	1,38	0,91	0,55	0,90	0,71	0,91	0,91	-0,93
Lombardas	Kg.	1,69	1,32	0,96	1,34	-1,42	1,33	1,33	-0,55
Pepinos	kg	2,27	1,52	0,95	1,53	-0,85	1,54	1,67	-7,94
Pimientos rojos	kg	3,13	2,31	1,71	2,33	-0,77	2,35	2,51	-6,45
Pimientos verdes	kg	3,31	2,16	1,36	2,13	1,71	2,15	2,32	-7,25
Puerros	manojo	2,96	1,75	0,94	1,75	-0,07	1,76	1,77	-0,33
Repollo	kg	2,06	1,24	0,82	1,23	0,65	1,24	1,26	-1,98
Tomate para ensalada	kg	4,08	2,00	1,12	1,99	0,71	2,00	2,17	-7,93
Tomates para freir	kg	1,94	1,27	0,85	1,27	-0,04	1,28	1,40	-8,63
Zanahorias	kg	1,73	0,99	0,54	0,97	1,78	0,98	1,01	-2,05
